eval_id,case_id,customer_text,support_text,message_count,intent,expected_action,difficulty,predicted_intent,confidence,predicted_action
eval_055,388403,"#Amazon @120533 se faire insulter parce que je refuse le colis du voisin, expliquant que son nom n'est pas le mien : check !\n@AmazonHelp Aucune idée... Disons qu'il n'a pas dû aimer que je lui explique que mon nom n'était pas celui inscrit sur le colis...\n@AmazonHelp ... et qu'en cas d'absence, il pouvait déposer un avis de passage ou revenir ultérieurement pour représentation... Mais il a pas aimé :-/","@207913 Bonjour, je suis désolée pour cela!
Pourriez-vous me confirmer le nom du transporteur qui a pris en charge la livraison?^FT\n@207913 Je comprends parfaitement votre frustration, nous ne manquerons pas de remonter cet incident et désolée encore une fois ^FT",5,complaint_service,ESCALATE,hard,order_product_issue,0.9,AUTO_HANDLE
eval_056,2289856,@116935 why is ur service garbage?\n@AmazonHelp It’s giving me a download error for various music. Isn’t that the point of a music streaming service?,"@346490 This isn't what we like to hear! Without sharing account details, will you tell us a little more about what's going on? ^DW\n@346490 We're more than happy to troubleshoot with you in real-time. We're available 24/7 via Phone, Chat, and E-mail here: https://t.co/hApLpMlfHN. Thanks for reaching out! ^EZ",4,technical_device_digital,ESCALATE,medium,technical_device_digital,0.95,AUTO_HANDLE
eval_057,1439094,@115850 can you explain what are these Rs 1 mean https://t.co/c17GmrMvNZ,@453970 It means that the minimum amount for a recharge on Amazon is Rs.1.00. ^MP,2,payment_billing,AUTO_HANDLE,easy,payment_billing,0.9,ESCALATE
eval_058,1614877,@115850 @AmazonHelp my recharge failed due to Ur technical issue...and evn the money is not refunded...,"@495330 In that case, the refund will be reflecting automatically to your original payment method within 3-5 business days. ^RS",2,payment_billing,ESCALATE,medium,return_refund,0.9,ESCALATE
eval_059,2634734,"@117634 my kindle fire is stuck on the booting screen no matter how many times I’ve reset/charged it, help?","@595803 Oh no! I am sorry your fire Kindle is not responding! https://t.co/CU0mqwdKXv
Sara, if this does not help please let us know! ^DJ",2,technical_device_digital,ESCALATE,medium,technical_device_digital,0.98,AUTO_HANDLE
eval_060,729691,"@AmazonHelp Könnt ihr auch per DN Support in Bezug auf eine Reklamation/Retoure geben?\n@AmazonHelp Ja, mir konnte geholfen werden. Vielen Dank.","@294767 Leider nicht. Haben über Twitter keinen Zugriff auf deine Daten. Aber schau mal hier: https://t.co/cDHy5WiCek Liebe Grüße ^MF\n@294767 Hi Tobias, konnte denn dein Anliegen geklärt werden? Grüße ^AS\n@294767 Super! Danke für die Rückmeldung. :-) ^KM",5,return_refund,AUTO_HANDLE,easy,return_refund,0.9,ESCALATE
eval_061,971771,@75646 placed an order 402-9016349-9673957 through @115850  on 1st Oct'17 and till date order not dispatched !??? https://t.co/GGV0dxLsie\n@AmazonHelp Glad to know that product have been dispatched after 21 days. Kindly share the tracking details.\n@AmazonHelp @AmazonHelp EDD is today 28th Oct'17. It's been 28 days and @115850 failed to deliver as per promised date.\n@AmazonHelp Order ID 402-9016349-9673957. Call back +91 90085 67968\n@AmazonHelp Finally Thanks !! Received delivery at 10 pm yesterday by @115850 ..,"@350529 Sorry for the disappointment. The packages are dispatched and moved according to the estimated delivery date. (1/2) ^KA\n@350529 Could you confirm if we happened to miss the estimate? (2/2) ^KA\n@350529 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA\n@350529 Sorry for the inconvenience. Please contact our support team here: https://t.co/TdDksLo6Mf and they'll get this checked. ^MK\n@350529 We apologize for the delay in delivering the order. I’d like to help you; please fill this form:  (1/3)^SU\n@350529 https://t.co/beaaDm0muc and I’ll contact you soon.  (2/3)^SU\n@350529 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.(3/3)^SU\n@350529 Thank you for keeping us posted. Glad to know the delivery has been made. Enjoy the order! ^SB",13,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_062,1389525,@AmazonHelp Why my order was not picked already two days are passed... https://t.co/RMGTHPouqv,@443241 We’ll look into it. 2/2 ^SB\n@443241 Apologies for the delay regarding the pick up. Please escalate this to our support team here: https://t.co/vlvfJr4nN9. 1/2 ^SB,3,delivery_tracking,ESCALATE,medium,delivery_tracking,0.9,AUTO_HANDLE
eval_063,436427,@115830 bit excessive on the packaging? Only ordered a tub of peanut butter. https://t.co/jWn6j8XzRm,@218641 Oh no! We're always looking for ways to improve our packaging! Feel free to leave feedback here: https://t.co/LzvTpv1oUV ^ME,2,complaint_service,AUTO_HANDLE,easy,order_product_issue,0.85,AUTO_HANDLE
eval_064,917617,@116935 Is there any plan to have the possibility to listen on echo device from the app. like spotify.,@337851 We have no Information about this so far. We will forward your feedback. Kind regards ^MF,2,technical_device_digital,AUTO_HANDLE,medium,technical_device_digital,0.9,AUTO_HANDLE
eval_065,2979689,"@AmazonHelp Hiiiii, so I purchased a product last week (from https://t.co/BuxBzo4g8X LLC) and the delivery date is supposed to be tomorrow/Friday but it hasnt even been shipped???? There's no messaging option so who do I contact because this is very frustrating.","@821769 Thanks for reaching out to us! It's not uncommon for orders to ship near or even on the day of delivery. If your order doesn't arrive by when expected, please reach out to us here: https://t.co/4KShH3YLkB ^HS",2,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_066,2961770,"I have to say that Alexa is pretty cool, good job @115821 👏🏼\n@AmazonHelp Honestly, I love the corny jokes 😂",@817329 Thanks for the compliment! What's your favorite feature? 😁 ^TG,3,other,AUTO_HANDLE,easy,other,0.8,AUTO_HANDLE
eval_067,2126792,"@AmazonHelp very naughty that an item I paid £240 for wasn't delivered in the Amazon box I had requested! #nochristmassurprisehere\n@AmazonHelp I ticked the box to say I wanted Amazon packaging and not the item on show. Had another item delivered today in no box, what's going on??","@470333 Oh no! I hate to hear we ruined a surprise! My apologies. Just to confirm, did you mark the order as containing a gift? ^BL\n@470333 That's very odd! Let's take a look at this in real-time, Vicky! Please reach out to us here: https://t.co/JzP7hlA23B ^HM",4,order_product_issue,ESCALATE,medium,order_product_issue,0.9,AUTO_HANDLE
eval_068,2696121,"@AmazonHelp I set up a couple of giveaways 6+ hours ago, but still don't have links. How long should this take?\n@AmazonHelp Yes, and I got to the the success page. I can view them in my order, but they still say ""pending."" :-(\n@AmazonHelp Thanks, it seems just asking you for help was the Halloween magic I needed - I *just* got the links!",@757628 Oh no! Were you able to follow all the steps listed here: https://t.co/LuYJqlcq9N? Please be sure to let us know! ^TG\n@757628 We'd like to look into this with you. Please contact us here: https://t.co/hApLpMlfHN ^HS,5,product_info_availability,AUTO_HANDLE,medium,other,0.8,AUTO_HANDLE
eval_069,2667372,@115833 Hi. Alexa has stopped saying 'ok' when i give her Hive comands.? She doesn't say anything.?\n@AmazonHelp Thanks. Will do.,@751428 Have you tried getting in touch with us here: https://t.co/JzP7hlA23B ^CD,3,technical_device_digital,AUTO_HANDLE,medium,technical_device_digital,0.9,AUTO_HANDLE
eval_070,1602369,"@115850 A friend ordered a package for me and sent it to my address. Delivery was promised for yesterday. I didn't receive anything, and now it says the package has been delivered.\n@AmazonHelp Is there someone I can speak to about this?",@491845 That's odd. Let our team look into it. Please ask your friend to reach out to our support team for further assistance. ^HR\n@491845 We won't be able to assist any customer on the social media platform. Kindly ask (1/2)^HR\n@491845 placed from his account. Appreciate your understanding in this. (3/3)^HR\n@491845 your friend to reach out to us from the link here:  https://t.co/TxK11znixD as the order was (2/2)^HR,6,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_071,136939,"@AmazonHelp Have all of my 1 day delivery options been bumped to Monday delivery because of Black Friday?\n@AmazonHelp I have checked. But we pay for 1 day delivery. It even says 1 day delivery still, but with a date of Monday. You’re sacrificing loyal PAYING prime members for Black Friday vultures. It’s what we actually pay for!","@146396 I am sorry to hear this. We strive to offer you the best Black Friday Sales and Cyber Week Deals. During this time, deliveries may take slightly longer than usual. Please check the delivery date at checkout which provides our most accurate estimated delivery date. ^GA",3,prime_subscription,ESCALATE,medium,prime_subscription,0.95,AUTO_HANDLE
eval_072,2332371,I sure want to know what the f*ck happened to my @116439       stick-ever since it updated last night all my apps are gone,@675110 Thanks for reaching out. Please contact us here so we can look into this in real time: https://t.co/EKXRLsnxJu ^GG,2,technical_device_digital,ESCALATE,medium,technical_device_digital,0.95,AUTO_HANDLE
eval_073,1492712,"@115830 not only do I get charged 3 times for an order, I now get informed it’s going to be late getting delivered💩\n@AmazonHelp Can’t guarantee delivery today even though I’ve taken a day off to wait for delivery. As for being charged 3 times the money is....\n@AmazonHelp Being held but should sort itself when the delivery eventually comes.  Why request the money 3 times? I will never use amazon again.....\n@AmazonHelp Also, can I ask amazon to pay my overdraft fees seeing as though as far as my bank is concerned the money has gone???\n@AmazonHelp No issue at all, payment was requested the first time on the 27/11/17 the day I placed the order, then again on the 28th &amp; 30th.....\n@AmazonHelp There’s money in the account and I’ve had no contact from either my bank or amazon. I’ve made another order for 9.48 and that has been....\n@AmazonHelp Taken twice also. My bank says it’s down to amazon and amazon said it will be sorted when I eventually get my parcel but to be.....\n@AmazonHelp Honest I’m not holding out much hope on that. 2 orders, 5 payments, 7 days and no parcel and  nobody seems to be bothered\n@AmazonHelp Tried twice but all I get is it’ll be sorted when you get your parcel. It’s been dispatched and still 3 payments and still no parcel\n@AmazonHelp I’ve been given a code to give to my bank to release the held funds and my bank said no, it’s already gone. I’ve paid nearly £170 and got...\n@AmazonHelp Nothing, including the goods that are worth £70 and waited a week for the pleasure\n@AmazonHelp That’s fantastic, but why is there 3 x 44.98 waiting to be authorised? Does this mean that Amazon has asked for the payment 3 times?\n@AmazonHelp To add insult to injury ‘your parcel will now be delivered between the 4th &amp; 9th’ ‘if it’s not arrived by the 10 (2 Wk’s .....\n@AmazonHelp ....after payment!) please contact us’     I give up😡","@466644 Sorry to hear about this. Did you contact us directly about this? What was advised? ^PK\n@466644 Apologies for the delay. We request payment once, when the order enters the dispatch process. Was there a payment issue? ^TD\n@466644 Thanks for the update. We don't have account access on Twitter. Please contact us via phone or chat: https://t.co/JzP7hlA23B ^MW\n@466644 Did they email you afterwards? It maybe an authorisation on your statement. Here's more info: https://t.co/Wdh8Slwsfl ^PK\n@466644 Please contact us using the link ^MW provided so that we can help investigate why this might be happening. We want to help! ^SD",19,payment_billing,ESCALATE,hard,payment_billing,0.95,ESCALATE
eval_074,411112,@AmazonHelp I participated in a promotion which should have given me a 10 dollar credit.  Its not in my account. Help?\n@AmazonHelp right.. its not there.  How can I figure out why it wasn't credited to me.\n@AmazonHelp Yeah it was buy a mobile gift card get 10 dollars promo,"@213050 If you received a credit, it'll appear on the Order Summary before you complete your order. Read more https://t.co/dzLEEPzvE5 ^TG\n@213050 Just to confirm, are the items you're trying to order both shipped and sold by Amazon? ^HC\n@213050 Thanks for letting us know! Let's take a closer look at this together! Please give us a call here: https://t.co/hApLpMlfHN. ^TG",6,payment_billing,ESCALATE,medium,payment_billing,0.9,ESCALATE
eval_075,2667991,@115850 of late you are sending fake delivery notification. This package has not been delivered which may kindly be noted. https://t.co/2fvLOhx6eA,@751545 I apologize for the incorrect tracking update. Kindly contact our support team here: https://t.co/rS49hgaADF and we will assist you accordingly. ^VH,2,delivery_tracking,ESCALATE,medium,delivery_tracking,0.9,AUTO_HANDLE
eval_076,2747212,@115821 you may wish to remind your delivery couriers that many of us have security cameras on our homes. We see when they toss the packages from their vehicles like newspapers. #careless,@543837 I'm sorry for the poor delivery experience! We'd like to help any way we can! Can you confirm who the carrier is listed on your tracking: https://t.co/Y5jpI9gRhE? ^ME,2,complaint_service,ESCALATE,medium,complaint_service,0.9,AUTO_HANDLE
eval_077,1152552,"@115830 who can i talk to if customer support have been unable to help me?\n@AmazonHelp Item not delivered , no tracking information, customer service can't find it and keep saying 24 hrs not even DPD know where it is\n@AmazonHelp Sold by Amazon EU s.a.r.l https://t.co/XPENRoUqtG\n@AmazonHelp Is that for UK? Customer service haven't helped\n@AmazonHelp Tried, got hung up on then tried again and been on hold for 20 minutes said they would just a few things????\n@AmazonHelp Unresolved been told 3 days in a row to wait 24hrs and now been told to wait till the 26th?? How can i contact someone in the UK\n@AmazonHelp Preferably at Amazon EU s.a.r.l\n@AmazonHelp Great customer service ......\n@AmazonHelp That was sarcasm","@338511 We're here to help! Can you provide more details on what's going on? Please do not account/personal details.

^LL\n@338511 Truly sorry to hear of this, Phillip. We are here to help! Was this order shipped by Amazon or a seller? Let us know! ^JE\n@338511 I'd like to have a member from our support team lend you a hand; please reach out to us here: https://t.co/JzP7hlA23B ^WM\n@338511 Please give us another chance to help you out. Call us using the link we provided from above. ^MH\n@338511 Please keep us posted on how the call goes, we want to ensure this issue is addressed for you. ^GR",14,delivery_tracking,ESCALATE,hard,delivery_tracking,0.9,AUTO_HANDLE
eval_078,2855226,"@115850 But why are you guys not giving COD.\n@AmazonHelp It's not about postal codes,It says COD unavailable for orders above 30,000.","@793651 I'm sorry for the disappointment, cash on delivery facility is limited to few postal codes only. I'll forward your comments as feedback to the relevant team for improvements. ^MJ\n@793651 I understand your concern regarding cash o delivery. However, cash on delivery is available only on orders Fulfilled by Amazon and Prime Eligible orders worth 30,000 or less. You can check for more information about availability of COD here: https://t.co/RrW5tJEav7 ^SC",4,payment_billing,AUTO_HANDLE,easy,payment_billing,0.85,ESCALATE
eval_079,2676460,@115821 @AmazonHelp @115850 https://t.co/Yj0jHg9QbH,"@446710 Please don't provide your details, we consider it to be personal information. Our page is visible to the public. (3/3) ^RI\n@446710 Please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. (2/3) ^RI\n@446710 Sorry for the hassle. I'd like to look into the issue and help you out. (1/3) ^RI",4,other,ESCALATE,hard,other,0.5,ESCALATE
eval_080,2208492,"I know I went through and deleted all my songs of my @115821 music account but I'm still getting error messages saying I can't upload 😡 https://t.co/fJfhqC6pF2\n@AmazonHelp It's not regarding an order and calling isn't an option right now.\n@AmazonHelp Yes, they're MP3.","@546715 We'd like to troubleshoot this with you in real-time. Please reach out to us by phone here: https://t.co/EKXRLsnxJu ^GR\n@546715 That's odd, Ashley. Can you confirm if you're uploading the correct format? Learn more here: https://t.co/YcGH7jmh1F ^SK\n@546715 Are you trying to import music using the application on mobile device or a desktop computer? ^CH",6,technical_device_digital,ESCALATE,medium,technical_device_digital,0.95,AUTO_HANDLE
eval_081,1081369,"Ah @4238 avec des date ""flexibles"" de livraison... et des points relais de ""qualitays"". CC @120533 https://t.co/IUESvOJ2OF\n@AmazonHelp Disons que j’ai un avis de passage pour demain et que je voudrais une livraison le samedi...\n@AmazonHelp Ok on verra quel point relais vas me filer ups... la dernière fois c’était un point relais fermé le samedi.... donc ultra utile...","@375093 Bonsoir, rencontrez-vous un problème avec une commande en cours ? ^BR\n@375093 Certaines livraison ne peuvent pas être effectuées le samedi en fonction du transporteur et du point relais choisi :\ ^MH",5,product_info_availability,AUTO_HANDLE,medium,delivery_tracking,0.9,AUTO_HANDLE
eval_082,2978178,"Hey @115821 , my AmazonTV has been eaten by the puppy 3x now... Looks a little chewed up but still going strong! https://t.co/2LhH0sL3lE","@821364 Wow, this remote is certainly a survivor! I'm glad to hear its still working, in spite of the nibbles! 🐶 🐶 🐶 ^JR",2,other,AUTO_HANDLE,easy,technical_device_digital,0.8,AUTO_HANDLE
eval_083,453282,"@115821 hello, parcel arrived to me with wrong address. The first part of the label wasnt printed. What should happen?",@222550 Thanks for reaching out to us today. I'm sorry you received someone else's order. You can return an item you didn’t order by following the link provided and choosing Arrived in addition to what was ordered: https://t.co/aaDyEz1VgE   ^FJ,2,delivery_tracking,ESCALATE,medium,order_product_issue,0.85,AUTO_HANDLE
eval_084,2935806,These are the  @112629   cakes from @1384 store.. I don't understand why these people are  selling damaged product.  This is Amazon's fault or Monginis's !!!! 🙄🙄 https://t.co/UzSy2OreO4\n@AmazonHelp Done...,@811655 We'd like to get this reviewed internally. Please provide us your feedback on packaging here: https://t.co/RTkGVNANo4 .^SF,3,order_product_issue,ESCALATE,medium,order_product_issue,0.95,AUTO_HANDLE
eval_085,142917,"Parece que el gato ha aprendido a abrir la puerta y firmar los paquetes por mi. Eso, o el vecino se va a pegar una buena sesión esta noche https://t.co/kLJMsYgmZW\nTienes que estar de puto cachondeo @116928 https://t.co/K7ZnMMl7oY",@148262 Lamento este inconveniente Gorka. ¿Has entrado en contacto con nuestro Servicio al Cliente para reportar lo sucedido? ^AZ,3,delivery_tracking,ESCALATE,medium,order_product_issue,0.85,AUTO_HANDLE
eval_086,260416,I just want to say that @116090 &amp; @AmazonHelp continue to go above and beyond with their customer service! Thanks so much!,"@177965 Hey, thanks for the shout out! We ❤️ happy customers! ^LB",2,other,AUTO_HANDLE,easy,other,0.9,AUTO_HANDLE
eval_087,352885,"@AmazonHelp perdón por la insistencia, pero quiero hacer una compra de un disco duro y al agregarlo al carrito se eleva el precio, ¿podrían ayudarme para que pueda finalizar la compra con el precio prometido?\n@AmazonHelp Gracias, ya llegué hasta el final y ahí me aparece el precio más un depósito de tarifas de importación. :P","@199904 Zidane, luego de agregar el producto al carrito, antes de finalizar la compra verás  el valor cobrado tanto por el producto como por el envío. Más información sobre los términos y condiciones para artículos importados a México aquí:  https://t.co/dmyqOXpud0. ^VM\n@199904 Con mucho gusto Zidane, cualquier otra consulta que tengas no dudes en contactarnos nuevamente.

Saludos.
 ^JL",4,payment_billing,AUTO_HANDLE,medium,product_info_availability,0.9,AUTO_HANDLE
eval_088,35887,"@123813 Mi tv es Sony, las puedo ver ahí?","@683315 Hola, Lucy. Puedes ver si tu dispositivo es compatible con Prime Video aquí: https://t.co/aQ01jWYcAu ^VL",2,product_info_availability,AUTO_HANDLE,easy,technical_device_digital,0.9,AUTO_HANDLE
eval_089,2925601,1st gift 🎁 under the 🎄. @115821 prime wrapping is the best! #keepitsimple #AmazonPrime 😄 https://t.co/AOu17RPc3T,"@809481 It looks right at home, nestled under that gorgeous tree! Merry Christmas! ^KL",2,other,AUTO_HANDLE,easy,prime_subscription,0.85,AUTO_HANDLE
eval_090,2894674,"It feels good to have most of my Santa day shopping done already. Shoutout to @115821 for the hookup on those deals.\n@AmazonHelp For sure, got myself a few vinyls.","@802206 Glad we could help out! 🎅🏻 You got something for yourself too though, right?^TI\n@802206 Well, that's awesome! Happy holidays! ^SM",4,other,AUTO_HANDLE,easy,prime_subscription,0.8,AUTO_HANDLE
eval_091,183729,Ordered new @12772 box set 5 movies @AmazonHelp which was out on Monday but so far not arrived 😭 https://t.co/UjQZLPLoGY\n@AmazonHelp I ordered it Friday afternoon and It said wednesday it now says Friday?\n@AmazonHelp Can anything be done to help me?,"@127334 When you placed the order, what delivery date was given?^CD\n@127334 Apologies, did you receive an email in relation to the delay? ^JJ\n@127334 Please contact us here: https://t.co/JzP7hlA23B to look into this further. ^JJ",6,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_092,2379733,"@AmazonHelp Used my Prime Membership again today for an order, not due to arrive until Tuesday, how can this be One Day delivery?! Paying Prime Membership for this poor service!!\n@AmazonHelp Still waiting for the items to be dispatched, no point in Prime delivery if it takes this long!!\n@AmazonHelp If you can’t honour the One Day Delivery over this period why offer it as an option? Surely all Prime Members should be offered promotional discount in this case, as it appears to be ‘no-rush delivery’ anyway","@686215 I'm sorry for the wait! If you choose One-Day Delivery, your order will be dispatched with the intention that it's delivered one day after dispatch. More information on delivery times is available here: https://t.co/VXlvuILpWj ^EP\n@686215 I'm so sorry to hear that!  With Black Friday and Cyber Monday afoot, some deliveries may take longer than normal.  You can find more information about that here: https://t.co/4MDUXZ3iRx  I apologize for any inconvenience!
^WB",5,prime_subscription,ESCALATE,medium,prime_subscription,0.95,AUTO_HANDLE
eval_093,1544154,@115850 mere pese amazon pay me daal diye or me unhe use bhi nahi le skta mera bank ac add hote hue bhi pay me daale mere pese #hateamazon\n@AmazonHelp mera amount amazon pay me aaya hai or ab wo bank me transfer nahi kar rahe,@478328 Sorry for any inconvenience. May I know if the refund was processed to your pay balance account? ^SH,3,payment_billing,ESCALATE,medium,payment_billing,0.95,ESCALATE
eval_094,312960,@AmazonHelp Really disappointed. Tried same day delivery again and it looks like it wasn’t delivered (again). So much for surprise gift!\n@AmazonHelp Sent the details on customer service section of the app. Please can you provide update on Delivery status\n@AmazonHelp Email form. And still the order hasn’t arrived.\n@AmazonHelp  https://t.co/gYC1yUbEhM\n@AmazonHelp No info since yesterday. Really 😒 https://t.co/D1u8Bfwxyj,@125313 I'm sorry your order has yet to arrive. Please contact us here so we can look into this: https://t.co/qy3J24VGxb ^GG\n@125313 Were you able to contact by phone or chat? ^PK\n@125313 Unfortunately we can not access your account - has the tracking itself received an update ? ^TD\n@125313 Reach us here: https://t.co/JzP7hlRCV9 so we can check into this for you.^CD,9,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_095,2665868,Hate this. @115821 is an American co. Outsources jobs. Should hire American. Took 2 calls to South Africa to get customer service #tcot\n@115821 Ordered something. Paid same day delivery. Not delivered. Photo proof shows wrong house. Foreign drivers too? Hire American Amazon #tcot\n@AmazonHelp Nope! Im sure will eventually arrive. My beef is with a maj U.S. co hiring foreigners over American. I bet YOU are a foreigner #tcot\n@AmazonHelp Nope! Im sure will eventually arrive. My beef is with a maj U.S. co hiring foreigners over American. I bet YOU are a foreigner #tcot @115821,"@118709 Hi, was a replacement or refund arranged for you? ^TS",5,delivery_tracking,ESCALATE,medium,complaint_service,0.9,AUTO_HANDLE
eval_096,280181,"@AmazonHelp @115850 @115851 you are not helping me out , i want a written apology with my name from your help support head\n@AmazonHelp I m doing that from October 4 and nothing happened till now","@158370 As intimated earlier, kindly revert to the email from our support team and they will assist further. ^AB\n@158370 Request you to wait and we shall connect with you soon. ^SH",4,complaint_service,ESCALATE,hard,complaint_service,0.9,AUTO_HANDLE
eval_097,1540993,@AmazonHelp https://t.co/PvgoRkoSNf,"@477580 I'm so sorry for the poor experience. To leave feedback on the carrier, please email us here: https://t.co/hApLpMlfHN ^AG",2,other,ESCALATE,hard,other,0.5,ESCALATE
eval_098,1152519,"@117086 Comprei na segunda e chegou ontem, obrigado *~*","@404002 Gab, assim o coração treme de emoção! ❤ Nós conta, está apaixonado pelo seu Kindle ou só um pouquinho? ^DA",2,other,AUTO_HANDLE,easy,delivery_tracking,0.8,AUTO_HANDLE
eval_099,378500,"Already done a web chat with @115830 this morning, more great help.😀 Now it's just to see if @116324 can keep their promise 🤔\n@AmazonHelp No a pick up from @116324 to return an item to you. Your advisers have sorted things for me as @116324 have been unhelpful do far. 😊👍\n@AmazonHelp Not your fault. Your staff are always helpful. Credit where it's due. 😊👍",@205820 Thanks for the shout out Lisa- Are you currently waiting on a delivery? ^NV\n@205820 Sorry for the experience. Glad it's sorted. ☺️ � 👍 ^PK,5,return_refund,AUTO_HANDLE,medium,return_refund,0.85,ESCALATE
eval_100,2540355,@AmazonHelp I'm a seller from india. Have registered to sell globally and have even paid the registration fees. But no way to contact you'll and have a telephonic conversation so that i can understand everything and start selling.\n@AmazonHelp The website isn't working. Terrible services. In no way help is being proivided\n@AmazonHelp Please help me to get the refund of the registration fee which is been charged on my card.,@722383 I get your concern. Please contact our Seller support team through the link: https://t.co/4hZ5EzX5Md and will assist you accordingly. ^JS\n@722383 Apologies for the trouble. Please click on this link here: https://t.co/hITbmQzz2y so that you'll be able to connect with our seller support team. ^SC,5,payment_billing,ESCALATE,hard,payment_billing,0.85,ESCALATE
eval_101,1130547,"アマゾンでsupremeの財布買ったけど全然届かない。今日お届け日なのに❗️
こっちは1カ月待ってんだよ‼️",@386435 本日までお届け予定の商品が未着とのこと、ご不便をおかけしております。お手数ですが、こちらよりお問い合わせをお願いします。出品者発送→https://t.co/o0fWB7yYKX Amazon発送→https://t.co/k5PreMLZfV RI,2,delivery_tracking,ESCALATE,hard,delivery_tracking,0.95,AUTO_HANDLE
eval_102,2965292,@AmazonHelp meu pedido era pra chegar hoje e não chegou... o que fazer?\n@AmazonHelp Ok. Obrigada 😊,"@236019 Boa noite Gabrielle. Sinto muito pelo inconveniente. Se o seu pedido não chegar amanhã, por gentileza, entre em contato conosco. ^JJ\n@236019 Nada Gabrielle! Boa noite!  ^JJ",4,delivery_tracking,AUTO_HANDLE,easy,delivery_tracking,0.95,AUTO_HANDLE
eval_103,2460696,@115830 is time travel now possible?!?!? https://t.co/Je8fmrqukm\n@AmazonHelp Nope.\n@AmazonHelp On the way...,"@704591 oh no! Sorry about that, were you sent an email regarding the delay? ^AS\n@704591 What does your current tracking say:  https://t.co/aaDyEz1VgE ? ^MI\n@704591 Time travel was supposed to be a ""future"" launch 😉 Sorry the notification is off. If they continue to be wrong, or your order misses the estimated delivery date, please let us know here: https://t.co/qy3J24VGxb ^AF",6,delivery_tracking,AUTO_HANDLE,medium,delivery_tracking,0.9,AUTO_HANDLE
eval_104,783288,"@115850 very bad service, no benefit of prime membership, following up from last 3 days but still not received my order.\n@115850 Details shared but still no benefit... :(",@306965 I’m sorry about the issue you’re facing with delivery. Let us look into it. (1/2)^HR\n@306965 Please share your details from the link here: https://t.co/beaaDm0muc to assist you accordingly. (2/2)^HR\n@306965 Kindly revert to the email that we've sent. We'll check this for you. ^SG,5,prime_subscription,ESCALATE,medium,delivery_tracking,0.9,AUTO_HANDLE
eval_105,712041,"@AmazonHelp been on hold for 15 minutes while trying to file an A-to-Z claim. Talked to someone and gave order number nut have been listening to music for 10 min and silence for 5...\n@AmazonHelp I hung up because I was tired of waiting and have other things to do with my time, like take care of my child and pregnant wife...will try back because I want my refund from the scammer that took my money on your site\n@AmazonHelp They just emailed me saying they emailed the seller but that isnt helpful because I already tried contacting the seller but got an auto response ""stating the seller is no longer listed on our website ""","@290279 I'm sorry for the long wait time. Please keep us updated on your call. We want to make sure they get this filed. ^VS\n@290279 Oh my! Thanks for the info, Micah! When you have a moment, you can file claim here: https://t.co/gXe7qeweDv  Hope this helps!^FR",5,return_refund,ESCALATE,hard,return_refund,0.9,ESCALATE
eval_106,1007834,Amazonプライム会員なんて登録した覚えないのに請求きてるよ！！なんでよ！！3900えん。。返金してほしいよ〜😢,@358488 無料体験を利用されたことはありませんか？申し込み時にご案内しているように、設定を変更しない場合、期間終了後に本会員へ移行します。年会費請求後にに特典のご利用がなければ、キャンセル手続き後に返金いたします。 https://t.co/JrKFIybs6n RI,2,prime_subscription,ESCALATE,medium,payment_billing,0.95,ESCALATE
eval_107,2425966,@AmazonHelp what's going on? 5 next day orders and not 1 shows up. 2 'guaranteed' before 1pm today.\n@AmazonHelp 2 say delivered today by 1pm 3 say delivered today. Just found out they aren't arriving until tomorrow\n@AmazonHelp Sorry. They say arriving. Still though. Your live chat service has said they will not arrive until tomorrow,"@696634 I'm so sorry your orders haven't arrived, Stu! What does the tracking on the orders say? Are they out for delivery? Please check here: https://t.co/aaDyEz1VgE ^WJ\n@696634 While we strive to get your orders to you on time, in rare cases, delays may occur. Please keep us updated, as we want to make sure you receive your order. ^WT",5,delivery_tracking,ESCALATE,medium,delivery_tracking,0.95,AUTO_HANDLE
eval_108,1560822,@115821 who the fucks delivering my parcel seriously? Some chief of a tribe from the amazon rainforest riding his wild boar\n@AmazonHelp Fucking right it has pal. All my mates first prestige by now and I’ve not even received it yet even though I pre ordered it a month ago,"@482220 Hey, has your order passed estimated delivery date? You can track it here:  https://t.co/Y5jpI9ys9c ^RS\n@482220 Hey, sorry about the delay. What info can you see on the tracking here: https://t.co/aaDyEz1VgE ^RS",4,delivery_tracking,ESCALATE,medium,delivery_tracking,0.9,AUTO_HANDLE
eval_109,1334241,"@AmazonHelp exchange of products, facility is not available??","@126087 We'd like to look into this and help, kindly connect with us here: https://t.co/vlvfJr4nN9 ^MA",2,return_refund,AUTO_HANDLE,easy,return_refund,0.8,ESCALATE
