customer_tweet_id,reply_tweet_id,customer_message,support_reply,suggested_intent,human_intent,human_escalate,reviewer_notes
1001112,1001111,"The app is constantly crashing with a ‘sorry, something went wrong’ message. Is there a known issue?",Are you using the most current version of the app? Have you tried uninstalling and reinstalling? We'd like to help! ^ZW,technical,,,
1001979,1001981,Just the regular website. I kind of expect Kindle Unlimited to appear in the dropdown filter.,Sorry you're having trouble there. You can find all Kindle Unlimited eligible books here: [link] ^JS,technical,,,
1001980,1001978,"Is there a way to search just Kindle Unlimited books? I can't seem to find a filter other than Kindle, then hunting.",Hi Tim! What kind of device are you using to search for the titles? ^WT,technical,,,
1002195,1002194,"So how come I can't watch on my phone, using my Amazon information, as ive got a subscription thru Amazon?","This page may help: [link] If it doesn't, give us a ring: [link] ^MG",technical,,,
1002882,1002884,I’m not paying again for product Ive already paid for on next day delivery. If you can’t deliver the First I don’t trust you to deliver no 2,I'm sorry about the order! We'd like to look into this w/you. Please provide the order info here: [link] ^DD,technical,,,
1003637,1003636,"Pixel with Amazon app, windows 10 pc with Google chrome browser, different windows 10 pc with MS edge browser",I'm so sorry for the trouble! We'd like to look into this with you. Please call or chat with us: [link] ^MH,technical,,,
1003667,1003665,"This book image and book title do not match, and I did not know how to report the error on the page. [link]",We can escalate this for you! Can you please provide us the ISBN or the link to this page? ^LB,technical,,,
1003714,1003716,Attached is the error mesg for your reference [link],We have flagged the issue to our team internally. Please try again sometime. ^CB,technical,,,
1004536,1004534,impossible de me connecter sur l’app mobile depuis que j’ai activé la double authentification :( [link],"Bonjour, vous m'en voyez navrée. Avez-vous le même souci en utilisant un ordinateur ? ^ASZ",technical,,,
1004539,1004540,J’ai testé de supprimer et re-install l’app => j’arrive a me co !!!,Je suis ravie que tout soit rentré dans l'ordre. ^MD,technical,,,
1004591,1004592,Lost my Amazon Firestick remote so I downloaded the iPhone app and now 3 songs are playing at the same time and I can't make it stop send help,We're here to help! Is the music playing through your phone or TV? Try turning the device off and turning it back on. Let us know if this fixes the issue! ^NM,technical,,,
1004661,1004660,my fire stick crashes every time I try to stream the Newcastle Vs Watford game on Hotstar. Every other app and even other programs on Hotstar are working fine. Wtf is going on?,Apologies for the trouble you're facing with the Fire stick. Please contact us here: [link] so we can assist you accordingly. ^PJ,technical,,,
1004663,1004662,This is the product link [link] ( This product can’t delivered to your place 600039 - pin code ) Will I get this product to my home (Chennai) please tell me? I’m ready to pay 59$ if it delivers to my home. Help me,I understand your concern regarding the product. I kindly request you to reach out to the support team of our partner site here: [link] via chat or email. They'd be glad to assist you with this. ^BV,technical,,,
1005151,1005150,Hello when can we expect your app on Apple TV?,"While we haven't made an announcement on this yet, we'd request you to stay tuned for additional information! ^HN",technical,,,
1006018,1006016,It happened first time with me and you are the only website that I trust for online shopping. Hope you will retain that trust. Thanks SV.,Thanks for letting us know you were assisted. I've noted your comments and will be sure to forward this ^MP(1/2),technical,,,
1006024,1006023,"There’s no “Hey, sorry we stealthily canceled your order without notifying you, then pretended it didn’t exist so you can’t complain” button","Sorry to hear that Devon! Look for any recent emails regarding that order, check Spam folders as well and keep us posted. ^CH",technical,,,
1006037,1006038,But why service tax? FYI you cannot charge service tax on 30.09.17. Pls hire some better tax consultant,"I get your concern, Priten. I’d like to have a closer look on this. Please fill this form: [link] and 1/2 ^NK",technical,,,
100000,100001,"Je l’ai contacté ce soir, mais il peut nous donner sa réponse sous 2 jours. Ce qui est trop long pour moi.",Un vendeur a un délai de 2 jours ouvrés au maximum pour apporter une réponse. Cette dernière peut parvenir bien avant le délai fixé.^KD,other,,,
1000119,1000117,Irritated on principle. I spent 2+ hrs looking for a 400-page book I ordered in May & it's nowhere. Now I have to reorder.,"I'm sorry for the poor experience! When you contacted us, what options or insight were we able to offer? ^WT",other,,,
1000125,1000124,Please upload south movies in hindi audio,"I understand your concern, Nehal. I'll pass along your feedback to the team concerned for review. ^HD",other,,,
1000132,1000135,"Order ID: [redacted]-8940319 People, need to know about DUPLICATE product. You sold duplicate product.","I understand your concern, Prasid. Please connect with us using the link provided earlier. We'll get this checked. 1/2 ^HD",other,,,
1000133,1000131,"Amazon now sell duplicate product. I bought Biotique Basil And Parsley Soap (150gm), and they send me duplicate product. [link]",Sorry for the trouble with your order. Please contact us here: [link] and we'll help you with this. ^SQ,other,,,
1000136,1000137,I know it very well.,I understand your concern. We have forwarded this internally to the concerned team and we'll work on it. ^SQ,other,,,
1000140,1061382,[link],We've already shared your comment as feedback with the relevant team for review. ^HA,other,,,
1000142,1000141,Love how these deliveries have been left outside in the open by our gate when we’re home all day. Our front door is 10ft away! 👍🏻,I'm sorry about the negative delivery experience! Who was the carrier for this item? Check that here: [link] ^CN,other,,,
1000188,1000190,Had been to service centre and closed on Saturday as well as Sunday . Will visit tomorrow and see..,Thanks for writing back to us. You can always contact us if any further assistance needed. ^PR,other,,,
1000189,1000187,I have tagged both Amazon and Lenovo as am really at a loss ..,of the manufacturer available near your location to claim the warranty. (2/2)^SQ,other,,,
1000195,1000193,Looks like it’s time to invest in Best Buy’s Gamers Club. messed up my preorder for a game I was really excited about this year,I'm sorry to hear about your order! Would you be able to let us know what is going on? ^DD,other,,,
1000199,1000196,I ended up canceling the order. it seemed I wouldn’t get it for a while or the package was lost since in transit since there was no update.,I'm sorry for the poor experience! Did we send any communication about the delay? ^TR,other,,,
1000201,1000200,. Does Kindle support Kannada (Unicode rendering) now?,Our team would be happy to help you out! Please contact kindle support from here: [link] ^MP,other,,,
1000980,1000982,"Hii amazon, i got a call from ur side n unfortunately missed it.. can u plss call back n let me know what was it call about...","end. Further, you may reach out to our team here: [link] and we'll check. 2/2 ^GK",other,,,
1000981,1000979,"So many Quiz have PPL taken part in,But I never Saw The Winners List4AmazonPay. Is it Fake Contests #AmazonPayAppQuiz",I'm sorry to hear this. All the promotions on Amazon are 100% genuine. The winners of Amazon Pay app quiz will be ^VN (1/2),other,,,
1000988,1000990,Did thank you. Just waiting on it to be delivered today now. [link],Please keep us posted! ^AC,other,,,
1000989,1000987,was supposed to get a package yesterday. Was told could not deliver. I was home all night and it was never attempted.,Sorry to hear about this. Please contact us directly here: [link] and we'll look into it. ^PK,other,,,
1000992,1000993,Second call was just made. Turns out it was never resent out today like promised. Getting very upset,Can you tell us who the carrier is? What's the current tracking and delivery date shown here: [link] ^AG,other,,,
1000994,1000995,Amz US and date was yesterday by 9pm. Spoke to logistics and waiting on response,We'd like to escalate this delivery for you. Please send us your details: [link] ^AM,other,,,
1000996,1000997,That’s what she did earlier but I’ll send again.,"Once we receive your order information, we'll escalate it to the proper team. ^KB",other,,,
